sentence	entity_01	entity_02	label
로렌스 더글러스 와일더 ( Lawrence Douglas Wilder , 1930 년 1 월 17 일 ~ ) 는 아프리카 계 미국인 으로서 처음 으로 주 지사 에 당선 된 정치인 이 며 , 버지니아 주 의 첫 아프리카 계 미국인 주 지사 ( 1990 ~ 1994 ) 였 다 . 	더글러스 와일더	버지니아 주	19
 임달화 ( 任達華 , 1955 년 3 월 19 일 ~ ) 는 홍콩 의 배우 이 다 . 	임달화	홍콩	19
 박성 ( , 1989 년 8 월 21 일 ~ ) 은 중화인민공화국 지린 성  옌볜 조선족 자치주 출신 의 축구 선수 로 , 포지션 은 미드필더 이 다 . 	박성	옌볜 조선족 자치주	19
 순톤푸 는 라마 1 세 가 등극 하 고 짜끄리 왕조 가 시작 되 고 방콕 으로 천도 한 지 4 년 이 되 는 1786 년 6 월 26 일 태어났 다 . 	순톤푸	방콕	19
 쿠르트 레빈 은 1890 년 9 월 9 일 폴란드 의 모길노 에서 태어났 다 . 	쿠르트 레빈	모길노	19
 잉그리드 버그먼 은 1915 년 8 월 29 일 에 스톡홀름 에서 스웨덴인 아버지 와 독일인 어머니 사이 에서 태어났 다 . 	잉그리드 버그먼	스톡홀름	19
 낙랑후 ( 王璥 , 생몰 년 미상 ) 은 고려 의 왕족 으로 고려 정종 의 아들 이 다 . 	낙랑후	고려	19
오니카 타냐 마라즈 ( Onika Tanya Maraj , 1982 년 12 월 4 일 ~ ) 는 예명 인 니키 미나즈 ( Nicki Minaj ) 로 활동 하 고 있 는 트리니다드 토바고 에서 태어난 미국 의 래퍼 , 싱어송라이터 이 다 . 	니키 미나즈	트리니다드 토바고	19
이후 의 사례 로 가장 유명 한 것 은 에페이로스 의 피로스 왕 이 로마 와 의 전투 에서 동원 한 전투 코끼리 와 카르타고 의 한니발 이 2 차 포에니 전쟁 에서 동원 한 전투 코끼리 의 사례 가 있 다 . 	한니발	카르타고	19
보성 전 씨 ( 寶城 全氏 ) 의 시조 는 조선 조선 선조 때 문과 에 급제 하 여 참의 ( 參議 ) 를 지낸 전영달 ( 全穎達 ) 로 알려 져 있 으며 , 순조 1 년 ( 1801 ) 식년 시 에서 음양과 ( 陰陽科 ) 에 급제 한 전재검 ( 全在儉 , 1766 년 丙戌生 ) 등 모두 12 명 의 과거 급제자 가 있 다 . 	조선 선조	조선	19
 마레크 벨카 ( Marek Belka , 폴란드어 발음 : ˈ mar ɛ k ˈ b ɛ lka , 1952 년 1 월 9 일 , 우치 ~ ) 는 폴란드 의 경제학 교수 , 전 폴란드 의 총리 , 전 재무 장관 , 전 IMF 유럽 대표 로 , 현재 폴란드 국립 은행 의 총재 를 맡 고 있 다 . 	마레크 벨카	우치	19
 해럴드 워싱턴 ( Harold Washington , 1922 년 4 월 15 일 ~ 1987 년 11 월 25 일 ) 은 아프리카 계 미국인 처음 으로 시카고 의 시장 ( 1983 ~ 1987 ) 을 지낸 미국 의 정치인 이 다 . 	해럴드 워싱턴	시카고	19
이백 년 의 아들 이 자 손자 이 인기 는 평양부 부윤 이 었 고 , 고손자 ( 아들 이백 년 의 증손 ) 는 포 은  정몽주 의 제자 이 자 고려 멸망 이후 두문불출 한 절신 이숭인 이 었 다 . 	정몽주	고려	19
 패트릭 유잉 은 1962 년 자메이카  킹스턴 에서 태어났 는데 , 어린 시절 크리켓 과 축구 에서 두각 을 보였 다 . 	패트릭 유잉	킹스턴	19
 찻 꼽찟 ( , 1954 년 6 월 25 일 ~ ) 혹은 찻 꼽찌띠 , 찻 껍찟 , 찻 껍찟띠 는 타이 의 작가 로 , 방콕 남쪽 사뭇사콘 주 의 해안 도시 출생 이 다 . 	찻 꼽찟	사뭇사콘 주	19
 브워지미에시 치모셰비치 ( W ł odzimierz Cimoszewicz , 폴란드어 발음 : t ͡ ɕ im ɔ ˈ ʂ ɛ v ʲ it ͡ ʂ , 1950 년 9 월 13 일 , 폴란드  바르샤바 ~ ) 는 폴란드 의 정치인 이 다 . 	브워지미에시 치모셰비치	바르샤바	19
 하킴 올라주원 은 나이지리아  라고스 에서 시멘트 사업 을 하 는 살림 과 아비크 부부 의 여섯 자녀 중 셋째 로 태어났 다 . 	하킴 올라주원	라고스	19
 로드리 모건 ( , 1939 년 9 월 29 일 ~ 2017 년 5 월 17 일 ) 은 웨일스 웨일스 의 행정 수반 을 지낸 영국 의 정치인 이 다 . 	로드리 모건	웨일스	19
 쁘랍다 윤 ( , 1973 년 ~ ) 은 방콕 태생인 타이 의 작가 , 시각 디자이너 , 잡지 편집자 이 다 . 	쁘랍다 윤	방콕	19
 황거정 ( 黃居正 ) 은 고려 말 의 선비 이 고 조선 초 의 문신 ( 文臣 ) 이 다 . 	황거정	고려	19
 저메인 디포 ( Jermain Defoe , 1982 년 ~ ) 는 잉글랜드 의 축구 선수 이 다 . 	저메인 디포	잉글랜드	19
온체인 은 모문룡 과 같 은 고향 인 저장 성 출신 이 었 다 . 	모문룡	저장 성	19
송공단 ( 宋公壇 ) 은 1742 년 ( 조선 영조 18 년 ) 조선 동래 부사 김석일 ( 金錫一 ) 이 임진왜 란 때 동래 부사 송상현 ( 宋象賢 ) 장군 이 순절 한 정원루 ( 靖遠樓 ) 가 있 던 곳 에 설치 한 단 으로서 , 송상현 공 을 비롯 하 여 동래성 전투 에서 전사 한 사람 들 을 기념 하 여 만든 제단 이 다 . 	조선 영조	조선	19
송공단 ( 宋公壇 ) 은 1742 년 ( 조선 영조 18 년 ) 조선 동래 부사 김석일 ( 金錫一 ) 이 임진왜 란 때 동래 부사 송상현 ( 宋象賢 ) 장군 이 순절 한 정원루 ( 靖遠樓 ) 가 있 던 곳 에 설치 한 단 으로서 , 송상현 공 을 비롯 하 여 동래성 전투 에서 전사 한 사람 들 을 기념 하 여 만든 제단 이 다 . 	송상현	조선	19
 마우솔로스 는 기원 전 377 년 부터 기원 전 353 년 에 걸쳐 소아시아 서부 의 카리아 를 통치 한 페르시아 제국 아케메네스 왕조 의 사트라프 ( 태수 ) 였 다 . 	마우솔로스	카리아	19
조순 ( 曹詢 , 231 년 ~ 244 년 ) 은 중국 삼국 시대 위나라 의 제 3 대 황제 , 조방 ( 曹芳 ) 의 형제 이 다 . 	조방	중국	19
 라푸라푸 ( Lapu - Lapu 1491 년 - 1542 년 ) 는 필리핀  막탄 섬 ( 세부 섬 의 동쪽 앞바다 ) 의 영주 이 며 , 이슬람 부족장 이 다 . 	라푸라푸	막탄 섬	19
격노 한 페르디난드 마젤란 은 1521 년 4 월 27 일 에 라푸라푸 를 토벌 할 군사 를 이끌 고 막탄 섬 에 왔 다 . 	라푸라푸	막탄 섬	19
섬 의 지리 와 조류 를 다 알 고 있 는 라푸라푸 는 필요 한 군사 적 정보 를 수집 하 고 , 주도면밀 한 계획 을 세운 후 에 , 막탄 섬 의 얕 은 해안 을 결전지 로 선택 했 다 . 	라푸라푸	막탄 섬	19
 막탄 섬 에 는 바다 로 향한 곳 에 라푸라푸 의 상 이 있 다 . 	라푸라푸	막탄 섬	19
또 , 막탄 섬 의 주요 부분 을 차지 하 는 도시 에 는 라푸라푸 시 라는 이름 이 붙여 졌 고 , 필리핀 근해 에서 많이 잡히 는 인기 어종 인 다금바리 에 그 를 기념 하 는 의미 로 라푸라푸 라는 이름 을 붙였 다 . 	라푸라푸	막탄 섬	19
1200 년  파리 에서 시민 과 학생 간 의 갈등 으로 인한 난투극 으로 수십 명 의 학생 과 시민 이 사망 에 이르 자 , 필리프 2세 는 이탈리아 의 경우 와 유사 한 특권 을 프랑스 의 학생 에게 도 부여 하 였 다 . 	필리프 2세	파리	19
 얀 헨리크 동브로프스키 ( , 1755 년 8 월 29 일 폴란드 - 리투아니아 연방  피에슈호비체 ~ 1818 년 6 월 6 일 러시아 제국 , 폴란드 입헌 왕국 , 빈노고 라 ) 는 폴란드 의 장군 이 며 국민 적 영웅 이 다 . 	얀 헨리크 동브로프스키	피에슈호비체	19
 다르코 판체프 ( , 1965 년 9 월 7 일 ~ ) 은 전 유고슬라비아 와 마케도니아 공화국 의 축구 선수 이 다 . 	다르코 판체프	마케도니아 공화국	19
 아메드 라디 흐마이에시 알살리히 ( 1964 년 3 월 21 일  바그다드 ~ , ) 는 이라크 의 전직 축구 선수 이 자 현직 정치인 이 다 . 	아메드 라디	바그다드	19
2011 년 무앙통 유나이티드 는 잉글랜드 의 유명 축구 선수 이 자 리버풀 FC 의 전설 로비 파울러 와 1 년 계약 을 맺 었 다 . 	로비 파울러	잉글랜드	19
 비렌드라 ( , Birendra Bir Bikram Shah Dev , 1945 년 12 월 28 일 ~ 2001 년 6 월 1 일 , 카트만두 출생 ) 는 제 10 대 네팔 의 국왕 ( 재위 : 1972 년 1 월 31 일 ~ 2001 년 6 월 1 일 ) 이 다 . 	비렌드라	카트만두	19
 진혜림 ( , , 아명 ( 兒名 ) 은 천후이원 ( 陳慧汶 ) , also known as Vivian Chen , 1972 년 9 월 13 일 ~ ) 은 홍콩 의 여성 영화 배우 이자 가수 이 다 . 	진혜림	홍콩	19
 이민화 ( 李珉和 , 1953 년 12 월 8 일 ~ ) 은 경상북도  군위군 출신 의 교수 , 기업인 이 다 . 	이민화	군위군	19
 이민화 ( 李珉和 , 1953 년 12 월 8 일 ~ ) 은 경상북도 군위군 출신 의 교수 , 기업인 이 다 . 	이민화	경상북도	19
 안나크로미 ( 체스키크룸로프 , 1940 년 7 월 18 일 출생 ) 는 회화 이 며 조각가 이 다 . 	안나크로미	체스키크룸로프	19
제 2 차 세계 대전 말 , 안나크로미 의 가족 은 오스트리아 의 비엔나 에서 보헤미아 로 이사 하 였 다 . 	안나크로미	보헤미아	19
 일레인 김 ( Elaine Kim , 1962 년 ~ , 서울특별시 출생 ) 은 대한민국 태생 의 미국 여성 패션 디자이너 이 다 . 	일레인 김	서울특별시	19
민부 상서 , 예문관 대제학 등 을 지낸 추적 ( 秋適 ) 이 고려 왕실 로부터 받 은 사패지 ( 賜牌地 ) 에 이름 붙인 추계 ( 秋溪 ) 에서 지명 이 유래 한 다 . 	추적	고려	19
 추적 의 묘소 는 경기도  용인시 기흥구 공세동 에 있 다 . 	추적	용인시	19
 추적 의 묘소 는 경기도 용인시 기흥구 공세동 에 있 다 . 	추적	경기도	19
추유 ( 秋濡 ) 의 5 대손 인 추수경 ( 秋水鏡 ) 은 중국 귀주성 ( 貴州省 ) 오현 군 ( 五賢郡 ) 출신 으로 1591 년  명나라 의 무 강자사 ( 武康刺史 ) 가 되 었 으며 이듬해 임진왜란 이 일어나 자 황제 에게 간청 하 여 조선 파병 을 결정 하 게 하 였 다 . 	추수경	명나라	19
 정비 안씨 ( 고려 고려 공민왕 의 제 4 비 ) 	정비 안씨	고려	19
 마누엘 노이어 ( , 1986 년 3 월 27 일 , 서독 노르트라인베스트팔렌 주  겔젠키르헨 ~ ) 는 독일 의 축구 선수 로 , 포지션 은 골키퍼 이 며 , 현재 독일 푸스발 - 분데스리 가 의 FC 바이에른 뮌헨 에서 활약 하 고 있 다 . 	마누엘 노이어	겔젠키르헨	19
효화예황후 ( 孝和睿皇后 , , 1776 년 ~ 1850 년 1 월 23 일 ) 는 청나라 7 대 황제 인 인종 가경제 의 계후 이 다 . 	가경제	청나라	19
효의순황후 위가씨 ( 孝儀純皇后 魏佳氏 , , 1727 년 10 월 23 일 ~ 1775 년 2 월 28 일 ) 는 청나라 6 대 황제 인 건륭제 의 후궁 이자 추존 황후 로 , 7 대 황제 인 가경제 의 생모 ( 生母 : 친 어머니 ) 이 다 . 	가경제	청나라	19
효의순황후 위가씨 ( 孝儀純皇后 魏佳氏 , , 1727 년 10 월 23 일 ~ 1775 년 2 월 28 일 ) 는 청나라 6 대 황제 인 건륭제 의 후궁 이자 추존 황후 로 , 7 대 황제 인 가 경제 의 생모 ( 生母 : 친 어머니 ) 이 다 . 	건륭제	청나라	19
1346 년  에드워드 3세 가 정복 하 여 잉글랜드 의 지배하 에 있 다가 1450 년 프랑스 로 넘어왔 다 . 	에드워드 3세	잉글랜드	19
 로버트 피츠로이 는 영국 서퍽 주 의 앰프턴 에서 태어났 다 . 	로버트 피츠로이	앰프턴	19
 로버트 피츠로이 는 영국  서퍽 주 의 앰프턴 에서 태어났 다 . 	로버트 피츠로이	서퍽 주	19
 존 브라운 은 1800 년 5 월 9 일 에 코네티컷 주 토링턴 에서 태어났 다 . 	존 브라운	코네티컷 주	19
브뤼셀 지리학 회담 은 1876 년 에 벨기 에 의 수도  브뤼셀 에서 국왕  레오폴 2세 의 요청 으로 열린 회담 이 다 . 	레오폴 2세	브뤼셀	19
 박인천 은 1911 년 7 월 5 일 에 전라남도 나주시 에서 태어났 다 . 	박인천	전라남도	19
지질학 의 원리 ( Principles of Geology , 현재 를 참고 하 여 지표면 의 이전 변화 를 설명 하 는 시도 로서 ) 는 1830 년 에 출판 된 스코틀랜드 의 지질학 자 찰스 라이엘 의 책 이 다 . 	찰스 라이엘	스코틀랜드	19
1881 년 9 월 20 일 독일  카를스루에 에서 바덴의 빅토리아 공주 와 결혼 하 였 다 . 	바덴의 빅토리아	카를스루에	19
항전 능력 이 없 어 진 요시키요 는 성 이 함락 당하 기 직전 에 빠져나와 에치고 국 의 우에스기 겐신 에게 기대 어 퇴각 했 다 . 	우에스기 겐신	에치고 국	19
요시키요 를 비롯 한 시나노 호족 들 의 요청 및 에치고 국 의 방어 를 위해 우에스기 겐신 이 여러 차례 시나노 국 로 침공 했 으나 , 성과 를 거두 지 는 못했 다 . 	우에스기 겐신	에치고 국	19
 우얼카이시 ( , 1968 년 2 월 17 일 중화인민공화국  베이징 시 ~ ) 또는 외르캐쉬 될래트 ( ) 는 1989 년 에 일어난 1989 년 톈안먼 사건 때 학생 대표 로 민주 화 요구 시위 에 가담 했 던 위구르족 으로 , 현재 중화민국 에 거주 하 고 있 다 . 	우얼카이시	베이징 시	19
 차이링 ( 柴玲 1966 년 4 월 15 일 중화인민공화국 산둥 성  르자오 시 ~ ) 는 1989 년 에 일어난 1989 년 톈안먼 사건 때 시위 에 가담 했 던 학생 대표 가운데 한 사람 이 다 . 	차이링	르자오 시	19
 이반 4세 의 최고 고문 으로 활약 하 였 고 , 1571 년  모스크바 의 귀족 마리아 그리고리예브나 스쿠라토바 - 벨스카야 와 결혼 하 였 다 . 	이반 4세	모스크바	19
그녀 는 남편 류샤 오보 가 2010 년 10 월 8 일 에 노벨 평화상 수상자 로 선정 된 직후 현재 중국 공안 당국 으로부터 베이징 시 자택 에서 가택 연금 처분 을 받 고 있 으며 공안 의 삼엄 한 감시 로 인해 외부 와 의 연락 이 완전히 차단 되 어 있 다 . 	류샤	베이징 시	19
 시드니 브레너 ( , 1927 년 1 월 13 일 ~ ) 는 남아프리카 공화국 의 생물학자 이 다 . 	시드니 브레너	남아프리카 공화국	19
 하이코 베스테르만 ( , 1983 년 8 월 14 일  바이에른 주 알체나우 ~ ) 은 독일 의 축구 선수 이 다 . 	하이코 베스테르만	바이에른 주	19
 브라우나우암인 - 아돌프 히틀러 의 출생지 로 유명 하 다 . 	아돌프 히틀러	브라우나우암인	19
1945 년 8 월 15 일 포츠담 선언 의 승낙 에 따른 일본 제국 의 항복 이 일본 의 제 124 대 천황 쇼와 천황 히로히토의 종전 조서 ( 옥음 방송 ) 을 통해 일본 전 국민 에게 발표 되 고 , 이틀 후 8 월 17 일  도쿄 도 에서 는 항복 에 반대 하 는 존양 동지회 의 회원 들 이 미나토 구 ( 도쿄 도 ) 의 아타 고 산 ( ) 에서 농성 하 며 전국 에 봉기 를 주장 하 는 사건 이 발생 하 였 다 . 	쇼와 천황	도쿄 도	19
 조선 의 개국 초기 에 여러 관직 을 거치 면서 제도 를 확립 하 는데 공헌 을 하 였 고 , 대사헌 , 경상 도 관찰사 , 병조 판서 등 을 거쳐 1418 년  조선 세종 이 즉위 하 던 해 에 우의정 에 올랐 다 . 	조선 세종	조선	19
 윤광웅 ( 尹光雄 , 1942 년 10 월 13 일 ~ , 부산광역시 ) 은 대한민국 의 군인 출신 정치인 , 공무원 으로 제 39 대 대한민국 의 국방부 장관 이 다 . 	윤광웅	부산광역시	19
 용담공 샤를 ( Charles Ier le T é m é raire , 1433 년 11 월 10 일 - 1477 년 1 월 5 일 ) 은 부르고뉴 공국 의 공작 으로 , 실질 적 으로 부르고뉴 를 통치 한 마지막 공작 ( 재위 1467 년 - 1477 년 ) 이 다 . 	용담공 샤를	부르고뉴 공국	19
이곳 은 B . C . 2166 년 경 에 아부라함 이 태어난 곳 ( 데라 가 그 아들 아브람 과 하란 의 아들 그 손자 롯 과 그 자부 아브람 의 아내 사라 를 데리 고 갈대아 우르 에서 떠나 가나안 땅 으로 가 고자 하 더니 하란 에 이르 러 거기 거하 였 다 . 	아부라함	갈대아 우르	19
 청나라 는 황금기 를 구가 하 였 던 건륭제 의 뒤 를 이은 가경제 시절 부터 점차 쇠퇴 하 기 시작 하 였 다 . 	가경제	청나라	19
 청나라 는 황금기 를 구가 하 였 던 건륭제 의 뒤 를 이은 가 경제 시절 부터 점차 쇠퇴 하 기 시작 하 였 다 . 	건륭제	청나라	19
 서울특별시 - 명동 , 홍대 , 강남역 , 대학로 , 종로 , 신촌 , 이태원 , 신사 동 가로수길 , 압구정 로데오거리 , 건대입구역  	이태원	서울특별시	19
 만프레트 칼츠 ( , 1953 년 1 월 6 일 , 루트비히스하펜 ~ ) 는 독일 의 전 축구 선수 이 자 현 축구 지도자 로 , 선수 시절 포지션 은 수비 수 였 다 . 	만프레트 칼츠	루트비히스하펜	19
라우라 아나 메레요 ( Laura Ana Merello ) 또는 티타 메레요 ( Tita Merello , 1904 년 10 월 11 일 - 2002 년 12 월 24 일 부에노스아이레스 ) 는 유명 한 아르헨티나 의 여성 배우 , 탱고 댄서 , 가수 였 다 . 	티타 메레요	부에노스아이레스	19
 대니얼 벌리 울폴 ( Daniel Burley Woolfall , 1852 년 6 월 15 일 ~ 1918 년 10 월 24 일 ) 은 잉글랜드 출신 의 전 2 대 국제 축구 연맹 의 회장 이 다 . 	대니얼 벌리 울폴	잉글랜드	19
 도나텔라 베르사체 ( Donatella Versace , 1955 년 5 월 2 일 ~ ) 는 이탈리아 레조디칼라브리아 에서 태어난 패션 디자이너 로 , 패션 브랜드 베르사체 의 창업자 이 기 도 하 다 . 	도나텔라 베르사체	레조디칼라브리아	19
 민혜공화원비 박이제길특 씨 ( 敏惠恭和元妃 博尔济吉特氏 , 1609 년 ~ 1641 년 ) 는 청나라 황제 홍타이지 의 후궁 이 다 . 	민혜공화원비	청나라	19
 김백반 ( 金伯飯 , 생몰 년 미상 ) 은 신라 ( 新羅 ) 의 왕족 이 며 , 신라 ( 新羅 ) 제 24 대 왕 진흥왕 ( 眞興王 ) 의 손자 이 다 . 	김백반	신라	19
 마리오 만주키치 ( , IPA : , 1986 년 5 월 21 일 , 유고슬라비아  슬라본스키브로드 ~ ) 는 크로아티아 의 축구 선수 로 , 포지션 은 공격수 # 중앙 공격 수 이 며 , 현재 이탈리아 세리에 A 의 유벤투스 FC 소속 이 다 . 	마리오 만주키치	슬라본스키브로드	19
원래 로마 의 에트루리아 왕 들 이 경기 와 오락 을 위해 지었 으며 BC 50 년 경 에 율리우스 카이사르 가 약 2 만 7 천 명 을 수용 할 수 있 는 규모 로 재건 했 다 . 	율리우스 카이사르	로마	19
산타녜세 인 아고 네 교회 ( Chiesa di Sant ' Agnese in Agone ) 는 성녀 아녜스 에게 바쳐 진 이탈리아  로마 에 있 는 성당 이 다 . 	아녜스	로마	19
 이브라힘 아펠라이 ( , 1986 년 4 월 2 일 , 위트레흐트 ~ ) 는 네덜란드 의 축구 선수 로 , 현재 스토크 시티 FC 소속 이 다 . 	이브라힘 아펠라이	위트레흐트	19
 로베르트 프로시네치키 ( , 1969 년 1 월 12 일 , 서독 슈베닝겐 ~ ) 는 크로아티아 의 축구 감독 및 전 축구 선수 로서 , 포지션 은 윙어 였 다 . 	로베르트 프로시네치키	서독	19
 완풍대군 ( 完豊大君 , 1330 년 ~ 1388 년 10 월 23 일 ) 또는 완산군 ( 完山君 ) 은 고려 시대 후기 의 무신 · 군인 · 관료 · 시인 이 며 조선 환조 의 아들 이 자 조선 조선 태조 의 이복 형 으로 이름 은 이원계 ( 李元桂 ) 이 다 . 	완풍대군	고려	19
1988 년 에 는 최초 의 타이완 출신 총통인 리덩후이 가 집권 하 여 타이완 내 민주 화 의 기틀 을 다졌 다 . 	리덩후이	타이완	19
 슬로보단 산트라치 ( , 1946 년 7 월 1 일  코첼레바 ~ ) 는 세르비아 의 전직 축구 선수 이 자 , 현직 축구 감독 이 다 . 	슬로보단 산트라치	코첼레바	19
그 의 본명 은 나폴레온 스타니스와프 아담 루드비그 지그문트 크라신스키 ( Napoleon Stanis ł aw Adam Ludvig Zygmunt Krasi ń ski ) 이 며 , 폴란드 의 군인 빈첸티 크라신스키 공 의 아들 로 파리 에서 태어났 다 . 	지그문트 크라신스키	파리	19
1723 년 옹정제 2 년 12 월 청나라 조정 에 입조 하 여 옹정제 로부터 일등후 ( 一等侯 ) 에 봉해 지 고 강녕 ( 江寧 ) 에 거주 하 도록 허락 받 았 으며 , 평창 ( 昌平 ) 에서 역대 명나라 황실 의 제사 를 받들 도록 하 였 다 . 	옹정제	청나라	19
 방신봉 ( 方信奉 , 1975 년 2 월 6 일 ~ ) 은 대전광역시 출신 의 대한민국 의 전직 배구 선수 이 다 . 	방신봉	대전광역시	19
경기도  성남시 분당구 을선거구 : 임태희 ( 한나라당 ) , 대통령실장 임명 으로 사퇴 , 재 보궐 선거 # 보궐 선거  	임태희	성남시	19
 경기도 성남시 분당구 을선거구 : 임태희 ( 한나라당 ) , 대통령실장 임명 으로 사퇴 , 재 보궐 선거 # 보궐 선거  	임태희	경기도	19
경기도 성남시  분당구 을선거구 : 임태희 ( 한나라당 ) , 대통령실장 임명 으로 사퇴 , 재 보궐 선거 # 보궐 선거  	임태희	분당구	19
 전라남도 순천시 선거구 : 서갑원 ( 민주당 ) , 정치 자금 법 위반 으로 의원 직 상실 , 재 보궐 선거 # 보궐 선거  	서갑원	전라남도	19
전라남도  순천시 선거구 : 서갑원 ( 민주당 ) , 정치 자금 법 위반 으로 의원 직 상실 , 재 보궐 선거 # 보궐 선거  	서갑원	순천시	19
 전라북도 전주시 제 9 선거구 : 유영국 ( 민주당 ) , 지병 으로 별세 , 재 보궐 선거 # 보궐 선거  	유영국	전라북도	19
 서울특별시 강남구 다선거구 : 최현진 ( 민주당 ) , 사직 , 재 보궐 선거 # 보궐 선거  	최현진	서울특별시	19
 경상북도 예천군 라선거구 : 이상훈 ( 무 소속 ) , 당선 무효 , 재 보궐 선거 # 재 선거  	이상훈	경상북도	19
 대구광역시 서구 청장 : 서중현 ( 무 소속 ) , 사퇴 , 재 보궐 선거 # 재 선거  	서중현	대구광역시	19
대구광역시  서구 청장 : 서중현 ( 무 소속 ) , 사퇴 , 재 보궐 선거 # 재 선거  	서중현	서구	19
 충청북도 충주시 장 : 우건도 ( 민주당 ) , 당선 무효 , 재 보궐 선거 # 재 선거  	우건도	충청북도	19
충청북 도  충주시 장 : 우건도 ( 민주당 ) , 당선 무효 , 재 보궐 선거 # 재 선거  	우건도	충주시	19
 미르코 필로포비치 ( Mirko Filipovi ć , 1974 년 9 월 10 일  빈코브치 ~ ) 는 크로아티아 출신 의 킥복싱 선수자 종합격 투기 선수 다 . 	미르코 필로포비치	빈코브치	19
 우이 ( , 오 의 , 1938 년 11 월 17 일 , 중화인민공화국 , 허베이 성 , 우한 시 ~ ) 는 중화인민공화국 국무원 의 네 명 의 부총리 가운데 하나 였 으며 , 2008 년 3 월 까지 중화인민공화국 경제 를 감독 하 였 다 . 	우이	우한 시	19
 토니 크로스 ( , 1990 년 1 월 4 일 , 메클렌부르크포어포메른 주  그라이프스발트 ~ ) 는 독일 의 프로 축구 선수 로 , 현재 스페인 라리 가 의 레알 마드리드 CF 와 독일 축구 국가 대표 팀 에서 활약 하 고 있 다 . 	토니 크로스	그라이프스발트	19
 피에트로 아나스타시 ( , 1948 년 4 월 7 일 , 이탈리아  카타니아 ~ ) 는 은퇴 한 이탈리아 의 축구 선수 이 다 . 	피에트로 아나스타시	카타니아	19
 샤니아 트웨인 은 1965 년 8 월 28 일 온타리오 주 윈저 ( 온타리오 주 ) 에서 클래런스 에드워즈 ( Clarence Edwards ) 와 샤론 에드워즈 ( Sharon Edwards ) 의 딸 로 태어났 다 . 	샤니아 트웨인	온타리오 주	19
1896 년 조선  충청도 충주시 ( 지금 의 대한민국 충청북 도 충주시 ) 에서 출생 한 이우석 은 부친 과 떨어져 모친 과 함께 살 았 지만 , 경성부 에 있 는 아버지 이창규 를 찾아가 보 라는 어머니 의 유언 으로 경성부 에 상경 하 여 약국 에서 일 하 고 있 던 아버지 이창규 를 만났 다 . 	이우석	충청도	19
1896 년 조선 충청도  충주시 ( 지금 의 대한민국 충청북 도 충주시 ) 에서 출생 한 이우석 은 부친 과 떨어져 모친 과 함께 살 았 지만 , 경성부 에 있 는 아버지 이창규 를 찾아가 보 라는 어머니 의 유언 으로 경성부 에 상경 하 여 약국 에서 일 하 고 있 던 아버지 이창규 를 만났 다 . 	이우석	충주시	19
1896 년  조선 충청도 충주시 ( 지금 의 대한민국 충청북 도 충주시 ) 에서 출생 한 이우석 은 부친 과 떨어져 모친 과 함께 살 았 지만 , 경성부 에 있 는 아버지 이창규 를 찾아가 보 라는 어머니 의 유언 으로 경성부 에 상경 하 여 약국 에서 일 하 고 있 던 아버지 이창규 를 만났 다 . 	이우석	조선	19
1896 년 조선 충청도 충주시 ( 지금 의 대한민국 충청북 도  충주시 ) 에서 출생 한 이우석 은 부친 과 떨어져 모친 과 함께 살 았 지만 , 경성부 에 있 는 아버지 이창규 를 찾아가 보 라는 어머니 의 유언 으로 경성부 에 상경 하 여 약국 에서 일 하 고 있 던 아버지 이창규 를 만났 다 . 	이우석	충주시	19
1896 년 조선 충청도 충주시 ( 지금 의 대한민국  충청북도 충주시 ) 에서 출생 한 이우석 은 부친 과 떨어져 모친 과 함께 살 았 지만 , 경성부 에 있 는 아버지 이창규 를 찾아가 보 라는 어머니 의 유언 으로 경성부 에 상경 하 여 약국 에서 일 하 고 있 던 아버지 이창규 를 만났 다 . 	이우석	충청북도	19
 레오 1세 ( 401 ~ 474 ) 는 트라키아 출신 으로 레오 왕조 를 열 었 던 비잔티움 의 황제 이 다 . 	레오 1세	트라키아	19
 최만희 ( 崔萬喜 , 1956 년 8 월 21 일 , 광주광역시 ~ ) 는 대한민국 의 축구 지도자 및 행정가 로 , 현재 는 부산 아이파크 구단 의 대표 이사 다 . 	최만희	광주광역시	19
벨 은 캘리포니아 주 로스앤젤레스 에서 커밀라 벨 루스 라는 이름 으로 태어났 다 . 	커밀라 벨	캘리포니아 주	19
벨 은 캘리포니아 주  로스앤젤레스 에서 커밀라 벨 루스 라는 이름 으로 태어났 다 . 	커밀라 벨	로스앤젤레스	19
 방효유 ( 方孝孺 , 원나라 지정 ( 至正 ) 17 년 ( 1357 년 ) ~ 명나라 건문 ( 建文 ) 4 년 ( 1402 년 ) ) 는 명나라 초기 의 학자 다 . 	방효유	원나라	19
방효유 가 조선 세조 가 어린 조카 조선 단종 의 왕위 를 찬탈 한 것 을 비판 하 다 처형 된 조선 의 사육신 과 비슷 하 다는 평가 가 있 다 . 	조선 단종	조선	19
방효유 가 조선 세조 가 어린 조카 조선 단종 의 왕위 를 찬탈 한 것 을 비판 하 다 처형 된 조선 의 사육신 과 비슷 하 다는 평가 가 있 다 . 	조선 세조	조선	19
 로베르토 알로마 ( Roberto Velazquez Alomar , 1968 년 2 월 5 일 ~ ) 는 메이저 리그 에서 뛰 었 던 푸에르토리코 의 전 야구 선수 이 다 . 	로베르토 알로마	푸에르토리코	19
